序号,用户名,链接,评分,评分标题,有用数,日期,评论
118,徐十二,https://www.douban.com/people/4743563/,allstar30 rating,还行,0,2012-09-04,一向擅长演性格不稳定角色的沃肯
119,朝阳区妻夫木聪,https://www.douban.com/people/Invisible___/,allstar40 rating,推荐,0,2012-11-29,即使这部片子很出色还是不能改变我心中男银的事业比家庭重要的观念。亚当桑德勒表演到位，故事很有教育意义。给那几只可怜的狗狗加一星。
120,烟视媚行,https://www.douban.com/people/2092765/,allstar30 rating,还行,0,2011-04-09,不喜欢亚当桑德勒，但是这部的立意不错。印象深刻的是他肚子上的荡啊荡的赘肉。
121,zidane2311,https://www.douban.com/people/jeady2311/,allstar30 rating,还行,0,2012-05-06,虽然不是两人互换的题材，但也差不多。从一件奇特的事情发现真理。和冒牌天神差不多。以为比较轻松搞笑，但是后来剧情开始煽情，还让我掉了泪…
122,水瓶座女孩,https://www.douban.com/people/Aquarius_Girl/,allstar50 rating,力荐,0,2010-02-16,Familly always comes first！
123,=_=秋叶,https://www.douban.com/people/turandot0815/,allstar40 rating,推荐,0,2011-08-09,虽然剧情老套，依然被感动到：明天你还会依然爱我么
124,水仙,https://www.douban.com/people/barbie_ye/,allstar50 rating,力荐,0,2011-03-05,抱着看无聊不花脑子的片儿的心情去看的 结果看哭了 = =
125,lmp,https://www.douban.com/people/LMP/,allstar50 rating,力荐,0,2007-10-24,只是没人会有重来一次的机会。 年轻的时候，我说自己要永不后悔。后来才知道，因为后悔了所以才死不悔口。
126,小葵儿,https://www.douban.com/people/ashinstancy/,allstar40 rating,推荐,2,2012-09-16,“家庭为重”。人活着还是情与义最重要，可却往往为了追求幸福而把自己变得不幸福。我一定要珍惜，珍惜每一时每一刻，珍惜父母亲人朋友，要对他们很好很好，失去了再后悔是最傻的事情。每一种经历都构成人生，有其存在的意义和价值。PS：哭了。
127,孑然殇逝,https://www.douban.com/people/chitb/,allstar50 rating,力荐,0,2012-03-17,逝者如斯，尽管没有那样的遥控器，我们还是在快进着浪费自己的好时光，还好我向来不是乐观者，向来不会自欺欺人的认为当下的吃苦是为了日后的所谓人上人……所以“等闲离别易销魂，酒筵歌席莫辞频。”！
128,LongboardChery,https://www.douban.com/people/Chery/,allstar40 rating,推荐,0,2008-05-27,一向擅长演性格不稳定角色的Christopher Walken原来在喜剧方面也很有天赋。本片以看似搞笑的方式讲述了一个关于人生的真谛。
129,Ms. Brightside,https://www.douban.com/people/1762020/,allstar40 rating,推荐,0,2010-09-12,虽然梦幻，但真的很棒。不能后悔，不能预测，只有选择，这就是人生。
130,浅浅,https://www.douban.com/people/lillian0624/,allstar30 rating,还行,0,2006-08-18,生活即是生命的意义 工作只是为了更好的生活 只是生活这个大主题辅助性的一部分 颠倒了位置 一生也就只悲哀地化成了一个忙碌影像的点
131,msazhou,https://www.douban.com/people/3575164/,allstar40 rating,推荐,0,2010-11-16,KATE BECKINSALE哈灵
132,Viow,https://www.douban.com/people/windwith/,allstar10 rating,很差,0,2012-06-07,☆，沒tm後退鍵還算tm遙控器麼！這麼大個bug消費不到爺的揪心感！
133,Betterarthur,https://www.douban.com/people/4567239/,allstar50 rating,力荐,0,2011-02-05,只有如此快进到人生终点的时候，我们才能知道自己到底想要什么然后还能回过头来重新开始。难道这不是世界上最美的童话么？
134,Chuck,https://www.douban.com/people/Affinity/,allstar40 rating,推荐,0,2010-06-18,看到一半……是爲了凱特貝金賽爾才打的四星！！！（話說美女就是很占便宜~）
135,主父偃,https://www.douban.com/people/HowardD/,allstar30 rating,还行,0,2010-01-20,如果只有半小时 这电影会相当不错 但只靠一个创意 是不够的 本片 很聪明的触动了某某的神经 尽管后期的煽情显得刻意 事实告诉俺 感动否决定了最终的分数...
136,YYQ,https://www.douban.com/people/yyq/,allstar40 rating,推荐,0,2008-09-02,爱情呼叫转移一定模仿了它，在一按就能改变的人生中找到了什么才是最重要的体验。他们家的狗和大鸭子娃娃还真是搞笑！看着他跳过争吵，跳过生病，跳过无聊的家庭聚会，甚至还快进了和老婆嘿咻的过程，然后不知不觉地错过了儿子和女儿的成长，亲手毁了和美女妻子的一段婚姻，还让父亲伤心地辞世……不过还好这只是一段躺在家具店大床上的梦境，让他领悟了然后改正了，现在补偿一切正是时候。最后出现在桌子上的遥控器又将观众带进了奇幻世界，这个遥控器可能真的是存在的哦~
137,鱼子粥,https://www.douban.com/people/43260587/,allstar50 rating,力荐,0,2010-08-13,从电影院笑着出来，而且还多少有些感触
138,小药水,https://www.douban.com/people/xiaoyaoshui/,allstar40 rating,推荐,0,2011-06-07,男主醒来的时候我也很开心，好像自己也有重新选择的机会一样，但错过的东西真的回不去了吧，每每憧憬人生的时候只会想到那些闪耀的瞬间，但那些平淡的点点滴滴才是贯穿人生的节奏，工作和家庭哪个更重要其实也不是显而易见的选择，我们需要感情的慰藉也需要自我实现，但一定不要做让自己后悔的决定。
139,玄月见草,https://www.douban.com/people/43594688/,allstar40 rating,推荐,0,2011-01-15,人生的每个阶段都不应去跳过，好的或坏的，尝试去享受它。adamSandler越来越不只是一个喜剧演员了。
140,cflyf,https://www.douban.com/people/1577696/,allstar50 rating,力荐,0,2007-09-23,生命的精彩不容错过，他就在每时每刻的每一天，不要跳过悲伤 吵架，烦恼的那一幕，恰恰她就是最值得回味的过程
141,HH,https://www.douban.com/people/hhandsz/,allstar40 rating,推荐,2,2012-09-16,推荐！大家有空都可以看看，真的很棒
142,黄小爬,https://www.douban.com/people/hqb085/,allstar40 rating,推荐,0,2010-11-15,凡事不管是好的坏的，不能快进，都要经历，这才是充满魅力的人生。Will you still love me in the morning?
143,假面猫喵,https://www.douban.com/people/59707917/,allstar50 rating,力荐,0,2012-05-23,看到最后自己居然哭了！果断力荐！
144,蓝雨笛,https://www.douban.com/people/56712686/,allstar50 rating,力荐,0,2012-01-01,我最爱的桑德勒电影，有笑料，有亲情。（ps，翻肚皮那段太逗了)
145,王大力,https://www.douban.com/people/doll88/,allstar30 rating,还行,0,2007-01-20,我的Beckinsale...沦为花瓶..
146,卤煮猫,https://www.douban.com/people/luzhumao/,allstar30 rating,还行,0,2012-07-01,所有的工作狂都应该看看这部片子。有得必有失，自己选择。如果男猪脚再帅些我会多给一颗星的。。。
147,碧心,https://www.douban.com/people/2209141/,allstar40 rating,推荐,0,2010-08-18,喜剧，但也有看到眼睛湿润的时刻。还是那句老话，别在失去的时候才知道错过的是最美好的，当在能够拥有时就好好珍惜。Family comes first! Not the work~
148,dodoqian,https://www.douban.com/people/1720675/,allstar40 rating,推荐,0,2008-03-11,其实一般，冲着这个电影诠释的人生意义，还是要给4颗星
149,人可,https://www.douban.com/people/htb/,allstar30 rating,还行,0,2010-12-09,忘了什么时候看的了 还可以
150,爆米花,https://www.douban.com/people/4345004/,allstar30 rating,还行,0,2013-12-31,霹雳游侠！Sophie！好多熟悉的面孔哇~匆匆的人生留下的只有遗憾，珍惜眼前踏实努力，错过就没有重新再来的机会~好可怜的大黄鸭…话说等到大约2030年的时候…我们的医疗设施真的会这么高科技么…
151,你要去哪里,https://www.douban.com/people/5489006/,allstar40 rating,推荐,0,2011-05-31,《making love out of nothing at all》！！ air supply赛高！！！/哟 这不是SPN里的Ruby么~~
152,梅子美眉,https://www.douban.com/people/4810219/,allstar40 rating,推荐,0,2010-12-10,生命中的每一段都是必然的，有着因果关系的，所以每一秒我们都不能够错过，即使那是不如意的时候
153,水生木,https://www.douban.com/people/Resphoina_/,allstar40 rating,推荐,0,2010-11-23,That's LIFE&Air supply 《Make love out nothing at all》
154,南條某葉,https://www.douban.com/people/yeshunjia/,allstar40 rating,推荐,0,2009-05-13,很不错的构思，很感人的剧情，让我认识了亚当桑德勒
155,Double,https://www.douban.com/people/doubleshuang/,allstar30 rating,还行,0,2009-08-16,不算好片。但忘不了那句临死前的Family First...
156,小柒゜,https://www.douban.com/people/chocox/,allstar50 rating,力荐,0,2012-12-18,人生到底是如何取捨。。哭了2次啊。
157,Marshal Josip,https://www.douban.com/people/82238487/,comment-time ,2018-04-07 21:14:25,1,2018-04-07,拍的一般吧，没有居家男人好，主要是这个遥控器没有什么实质的用处来制造剧情的反差。
158,阿笨,https://www.douban.com/people/46037661/,allstar40 rating,推荐,0,2011-09-28,幻想跳过麻烦，跳过悲伤，其实也在跳过快乐，没有感受悲何来快乐？
159,ypalefire,https://www.douban.com/people/ypalefire/,allstar50 rating,力荐,0,2008-02-11,路要靠自己一步一步的走 瞬间得到的东西不会长久 任何事有所得必有所失 违反了客观规律只有死路一条 心态最重要
160,飞行,https://www.douban.com/people/ripple2764/,allstar30 rating,还行,0,2011-03-06,应该说，剧本是写得相当好的，可惜选错了演员，后半段的沧桑感，桑同学无论如何都演不出来，于是一个人不断忽略自己人生过程而导致的悲催感也减弱了许多
161,木卯小姐,https://www.douban.com/people/tatanolove/,allstar40 rating,推荐,0,2008-06-11,在这部戏之前不喜欢Adam Sandler~但是看过之后就觉得赞，演技真不是盖的~故事也很好
162,Shonleva,https://www.douban.com/people/blueafter17/,allstar40 rating,推荐,0,2008-06-29,虽然我明天就要考试，虽然我远没复习完。不过好吧，这一趟很舒畅。谢谢~
163,九十岁的少女,https://www.douban.com/people/fio3/,allstar40 rating,推荐,0,2011-05-17,就算道理很浅 就算 就算 我还是感动了。我的痛苦和无聊我也喜欢，我也宝贝。
164,Kangaroo,https://www.douban.com/people/40870953/,allstar40 rating,推荐,0,2012-04-06,所以说人生遇到的挫折都是死亡天使给你的告诫，差别在于没有回头路。
165,呢霓,https://www.douban.com/people/ldneliza/,allstar50 rating,力荐,0,2009-12-13,这实话是一部让我收获太多的电影！看完后我有一种强烈的想要拥抱家人告诉他们我爱他们的冲动！ 每个人的人生都不长，不要浪费在无谓的争名夺利上，而忽视了近在身边的最最珍贵的亲情！ Family First！必须的！
166,keroro,https://www.douban.com/people/VickyHoo/,allstar40 rating,推荐,0,2011-10-02,本来看得打算弃掉的，最后却莫名其妙得哭得稀里哗啦~ 到底自己期望的人生是什么样呢？ 不管怎么样，要尽量开心的过每一天！不要再时光飞逝后的某一天忽然懊悔~ 去做自己喜欢的事情，永远都不会晚~~ 本剧的主题，不要忙碌的忽略了家人~ 希望将来，在我忙碌工作的时候，还记得来温习这部电影~
167,可乐杨,https://www.douban.com/people/colayang/,allstar40 rating,推荐,0,2010-05-24,小小说教，但丝毫不影响感人度。
168,沁楸,https://www.douban.com/people/42280475/,allstar40 rating,推荐,0,2012-06-18,无论再怎么忙碌、请不要忘记一直陪伴着你的家人~family comes first~
169,你才尾巴掉了,https://www.douban.com/people/gerralonso/,allstar50 rating,力荐,0,2012-10-04,笑点多泪点也多，煽情而不造作，最重要的是女主角和宠物都选得好棒啊！
170,影中漫步,https://www.douban.com/people/45542076/,allstar30 rating,还行,0,2012-10-12,"二流剧本永远在说教人生“真谛”.我不管价值观是否被主流认同,多么有教育意义,这种拍法势必简单化处理了生活.这片的化妆展示了一定水准,另有一处我很介意的Bug:贝金赛尔大美女你都懒得搞,这合乎常理?"
171,JIE,https://www.douban.com/people/4582130/,allstar20 rating,较差,0,2009-09-03,不喜欢看弱智的。。一开始又没说遥控器可以自动记忆，自动选择时间，后来却出来这种问题，没了悬念，无聊透了。
172,dizzydancer,https://www.douban.com/people/dizzydancer/,allstar10 rating,很差,0,2011-01-19,这个题材明明可以探索出更有趣更out of the box的编剧。
173,狷介有乌青,https://www.douban.com/people/kidcby/,allstar40 rating,推荐,3,2008-08-15,前面一小段略显拖沓，后面渐入佳境，以后用东西前都要特别注意副作用。看到The Cranberris主唱好激动，刚还听她歌来着~
174,随心随性,https://www.douban.com/people/4281863/,allstar50 rating,力荐,0,2009-06-13,工作是为了生活，生活不是为了工作。女主角不错
175,Ms. ZzZz,https://www.douban.com/people/Ms.ZzZz/,allstar50 rating,力荐,0,2011-04-02,"I will still love you next morning,once life love forever."
176,集满一万个吐槽,https://www.douban.com/people/jiman10000tucao/,allstar30 rating,还行,0,2013-08-07,立意是好的，可惜细节不讲究，各种演技浮夸，各种无关情节，各种突兀的进展。另外男主虽然不丑但是看起来好贱。
177,小小,https://www.douban.com/people/xiaoxiaomogu/,allstar30 rating,还行,2,2012-09-09,"We need a break, to just simply be relax and enjoy the sunshine and blue sky."
178,黑稻子,https://www.douban.com/people/heydzi/,allstar30 rating,还行,0,2010-05-28,上厕所的时候，洗澡的时候，睡觉前，大部分人多多少少都会想过这样的段子吧
179,Véra知彼不知己,https://www.douban.com/people/verajones/,allstar50 rating,力荐,0,2007-12-24,本来还以为是很俗的电影，非也。亚当•桑德勒很好的诠释了那种错过的失落，寓谐于庄，幸好这是喜剧^-^
180,鬼魅的窝,https://www.douban.com/people/devillolita/,allstar40 rating,推荐,0,2013-04-15,自己的生活果然还是要自己去经历，无论好坏都是一笔精神财富，人生没有遥控器
181,若焉,https://www.douban.com/people/linyuchen/,allstar40 rating,推荐,0,2009-09-25,人生在世，如意的事太少，美好瞬间之所以美好，不过是因为悲苦太多，偶尔的平静即是人间大幸。
182,Ahuang,https://www.douban.com/people/yellowjanet/,allstar40 rating,推荐,0,2012-12-29,看到他爸爸没有的那一段，泪奔！看来我最放不下的还是父母！我的人生操控的太不合理，总是被crapy junk充斥，喂成垃圾人
183,BIGD,https://www.douban.com/people/1797671/,allstar20 rating,较差,0,2011-12-10,看或不看，大家都明白家人是最需要珍惜的
184,ilea,https://www.douban.com/people/ilea/,allstar30 rating,还行,0,2012-03-14,Family come first！
185,看不见的城市,https://www.douban.com/people/nightheadzty/,allstar30 rating,还行,0,2013-02-18,所有此类影片都在提醒你没有后悔药，可是不像主人公这般经历一番，大多数人不会明白。可怕的是一而再地走回头路，说的就是我。
186,xuan,https://www.douban.com/people/15391956/,allstar40 rating,推荐,0,2011-11-22,吐槽点很多....最搞的是那些该死的狗和2017的两笑话....亏得这个题材，温馨搞笑之余还能思考下人生，笑点有些恶俗却总能让人捧腹，OST也没拖后腿..赞一个
187,睡觉是头等大事,https://www.douban.com/people/jeffersontang/,allstar30 rating,还行,0,2011-11-10,且珍惜身边人。温馨喜剧，三星半。7.4
188,苏苏,https://www.douban.com/people/blackeleven/,allstar40 rating,推荐,0,2010-12-01,生活哪能快进 喜欢这样笑中带泪的
189,九尾黑猫,https://www.douban.com/people/LadyInSatin/,allstar40 rating,推荐,4,2008-03-04,还不错吧，挺大众的
190,千亿星,https://www.douban.com/people/du17/,allstar40 rating,推荐,0,2013-03-03,失去才知可贵，珍惜身边人，Family come first。让我想起曾经对不起父母的一些事，很自责。
191,卡卡鱼毛球一世,https://www.douban.com/people/fishX_Y/,allstar40 rating,推荐,0,2008-12-04,买的是盗版盘。。。带到班里大家一起看。然后最后哭掉。Family comes first.这句话 只是太沉。太重。
192,月豆儿,https://www.douban.com/people/joeanwei/,allstar50 rating,力荐,0,2009-12-10,如果你觉得自己很颓废，每天碌碌无为的，觉得人生有很多不如意！看这部电影吧！然后你会觉得每一天都是上帝的恩赐~！
193,xiaonanhappy,https://www.douban.com/people/xiaonanhappy/,allstar10 rating,很差,0,2009-09-21,真后悔在大年三十晚上看了这部垃圾。
194,bay135,https://www.douban.com/people/4563289/,allstar40 rating,推荐,1,2010-08-07,因为没什么期待说以带来了意外的惊喜，并不只是单纯的搞笑，喜剧之外深入浅出的给你上了一堂人生哲理课。
195,smee,https://www.douban.com/people/smee/,allstar20 rating,较差,0,2010-06-30,不就是个娱乐片吗。有必要归结到教育意义上吗
196,楚门,https://www.douban.com/people/40931837/,allstar40 rating,推荐,0,2011-12-04,人生没有遥控器，没有快进，所以在你憧憬未来的同时，还是认真地走好现在的每一步吧，在23岁生日这天看这么一部电影，祝我生日快乐!
197,Zero-_-,https://www.douban.com/people/Herman-_-/,allstar50 rating,力荐,0,2008-11-12,不知道为什么，几次看到后面那段我都忍不住想哭
198,Chris Keller,https://www.douban.com/people/curemyself/,allstar30 rating,还行,0,2011-12-16,生活需要慢点，生活需要家庭，生活需要珍惜
199,梅林,https://www.douban.com/people/2340389/,allstar50 rating,力荐,0,2014-01-16,看完让人感慨万千，相当喜欢。
200,锦绣长安夜,https://www.douban.com/people/45578908/,allstar50 rating,力荐,0,2011-12-18,有点俗，但我被感动了，好片。挺喜欢亚当•桑德勒
